GENEID,TXNAME
K562_RS30985,K562_RS30985
K562_RS30990,K562_RS30990
K562_RS30995,K562_RS30995
K562_RS31000,K562_RS31000
K562_RS31005,K562_RS31005
K562_RS31010,K562_RS31010
K562_RS31015,K562_RS31015
K562_RS31020,K562_RS31020
K562_RS31025,K562_RS31025
K562_RS31030,K562_RS31030
K562_RS31035,K562_RS31035
K562_RS31040,K562_RS31040
K562_RS31045,K562_RS31045
K562_RS31050,K562_RS31050
K562_RS31055,K562_RS31055
K562_RS31060,K562_RS31060
K562_RS31065,K562_RS31065
K562_RS31070,K562_RS31070
K562_RS31075,K562_RS31075
K562_RS31080,K562_RS31080
K562_RS31085,K562_RS31085
K562_RS31090,K562_RS31090
K562_RS31095,K562_RS31095
K562_RS31100,K562_RS31100
K562_RS31105,K562_RS31105
K562_RS31110,K562_RS31110
K562_RS31115,K562_RS31115
K562_RS31120,K562_RS31120
K562_RS31125,K562_RS31125
K562_RS31130,K562_RS31130
K562_RS31135,K562_RS31135
K562_RS31140,K562_RS31140
K562_RS31145,K562_RS31145
K562_RS31150,K562_RS31150
K562_RS31155,K562_RS31155
K562_RS31160,K562_RS31160
K562_RS31165,K562_RS31165
K562_RS31170,K562_RS31170
K562_RS31175,K562_RS31175
K562_RS31180,K562_RS31180
K562_RS31185,K562_RS31185
K562_RS31190,K562_RS31190
K562_RS31195,K562_RS31195
K562_RS31200,K562_RS31200
K562_RS31205,K562_RS31205
K562_RS31210,K562_RS31210
K562_RS31215,K562_RS31215
K562_RS31220,K562_RS31220
K562_RS31225,K562_RS31225
K562_RS31230,K562_RS31230
K562_RS31235,K562_RS31235
K562_RS31240,K562_RS31240
K562_RS31245,K562_RS31245
K562_RS31250,K562_RS31250
K562_RS31255,K562_RS31255
K562_RS31260,K562_RS31260
K562_RS31265,K562_RS31265
K562_RS31270,K562_RS31270
K562_RS31275,K562_RS31275
K562_RS31280,K562_RS31280
K562_RS31285,K562_RS31285
K562_RS31290,K562_RS31290
K562_RS31295,K562_RS31295
K562_RS31300,K562_RS31300
K562_RS31305,K562_RS31305
K562_RS31310,K562_RS31310
K562_RS31315,K562_RS31315
K562_RS31320,K562_RS31320
K562_RS31325,K562_RS31325
K562_RS31330,K562_RS31330
K562_RS31335,K562_RS31335
K562_RS31340,K562_RS31340
K562_RS31345,K562_RS31345
K562_RS31350,K562_RS31350
K562_RS31355,K562_RS31355
K562_RS31360,K562_RS31360
K562_RS31365,K562_RS31365
K562_RS31370,K562_RS31370
K562_RS31375,K562_RS31375
K562_RS31380,K562_RS31380
K562_RS31385,K562_RS31385
K562_RS31390,K562_RS31390
K562_RS31395,K562_RS31395
K562_RS31400,K562_RS31400
K562_RS31405,K562_RS31405
K562_RS31410,K562_RS31410
K562_RS31415,K562_RS31415
K562_RS31420,K562_RS31420
K562_RS31425,K562_RS31425
K562_RS31430,K562_RS31430
K562_RS31435,K562_RS31435
K562_RS31440,K562_RS31440
K562_RS31445,K562_RS31445
K562_RS31450,K562_RS31450
K562_RS31455,K562_RS31455
K562_RS31460,K562_RS31460
K562_RS31465,K562_RS31465
K562_RS31470,K562_RS31470
K562_RS31475,K562_RS31475
K562_RS31480,K562_RS31480
K562_RS31485,K562_RS31485
K562_RS31490,K562_RS31490
K562_RS31495,K562_RS31495
K562_RS31500,K562_RS31500
K562_RS31505,K562_RS31505
K562_RS31510,K562_RS31510
K562_RS31515,K562_RS31515
K562_RS31520,K562_RS31520
K562_RS31525,K562_RS31525
K562_RS31530,K562_RS31530
K562_RS31535,K562_RS31535
K562_RS31540,K562_RS31540
K562_RS31545,K562_RS31545
K562_RS31550,K562_RS31550
K562_RS31555,K562_RS31555
K562_RS31560,K562_RS31560
K562_RS31565,K562_RS31565
K562_RS31570,K562_RS31570
K562_RS31575,K562_RS31575
K562_RS31580,K562_RS31580
K562_RS31585,K562_RS31585
K562_RS31590,K562_RS31590
K562_RS31595,K562_RS31595
K562_RS31600,K562_RS31600
K562_RS31605,K562_RS31605
K562_RS31610,K562_RS31610
K562_RS31615,K562_RS31615
K562_RS31620,K562_RS31620
K562_RS31625,K562_RS31625
K562_RS31630,K562_RS31630
K562_RS31635,K562_RS31635
K562_RS31640,K562_RS31640
K562_RS31645,K562_RS31645
K562_RS31650,K562_RS31650
K562_RS31655,K562_RS31655
K562_RS31660,K562_RS31660
K562_RS31665,K562_RS31665
K562_RS31670,K562_RS31670
K562_RS31675,K562_RS31675
K562_RS31680,K562_RS31680
K562_RS31685,K562_RS31685
K562_RS31690,K562_RS31690
K562_RS31695,K562_RS31695
K562_RS31700,K562_RS31700
K562_RS31705,K562_RS31705
K562_RS31710,K562_RS31710
K562_RS31715,K562_RS31715
K562_RS31720,K562_RS31720
K562_RS31725,K562_RS31725
K562_RS31730,K562_RS31730
K562_RS31735,K562_RS31735
K562_RS31740,K562_RS31740
K562_RS31745,K562_RS31745
K562_RS31750,K562_RS31750
K562_RS31755,K562_RS31755
K562_RS31760,K562_RS31760
K562_RS31765,K562_RS31765
K562_RS31770,K562_RS31770
K562_RS31775,K562_RS31775
K562_RS31780,K562_RS31780
K562_RS31785,K562_RS31785
K562_RS31790,K562_RS31790
K562_RS31795,K562_RS31795
K562_RS31800,K562_RS31800
K562_RS31805,K562_RS31805
K562_RS31810,K562_RS31810
K562_RS31815,K562_RS31815
K562_RS31820,K562_RS31820
K562_RS31825,K562_RS31825
K562_RS31830,K562_RS31830
K562_RS31835,K562_RS31835
K562_RS31840,K562_RS31840
K562_RS31845,K562_RS31845
K562_RS31850,K562_RS31850
K562_RS31855,K562_RS31855
K562_RS31860,K562_RS31860
K562_RS31865,K562_RS31865
K562_RS31870,K562_RS31870
K562_RS31875,K562_RS31875
K562_RS31880,K562_RS31880
K562_RS31885,K562_RS31885
K562_RS31890,K562_RS31890
K562_RS31895,K562_RS31895
K562_RS31900,K562_RS31900
K562_RS31905,K562_RS31905
K562_RS31910,K562_RS31910
K562_RS31915,K562_RS31915
K562_RS31920,K562_RS31920
K562_RS31925,K562_RS31925
K562_RS31930,K562_RS31930
K562_RS31935,K562_RS31935
K562_RS31940,K562_RS31940
K562_RS31945,K562_RS31945
K562_RS31950,K562_RS31950
K562_RS31955,K562_RS31955
K562_RS31960,K562_RS31960
K562_RS31965,K562_RS31965
K562_RS31970,K562_RS31970
K562_RS31975,K562_RS31975
K562_RS31980,K562_RS31980
K562_RS31985,K562_RS31985
K562_RS31990,K562_RS31990
K562_RS31995,K562_RS31995
K562_RS32000,K562_RS32000
K562_RS32005,K562_RS32005
K562_RS32010,K562_RS32010
K562_RS32015,K562_RS32015
K562_RS32020,K562_RS32020
K562_RS32025,K562_RS32025
K562_RS32030,K562_RS32030
K562_RS32035,K562_RS32035
K562_RS32040,K562_RS32040
K562_RS32045,K562_RS32045
K562_RS32050,K562_RS32050
K562_RS32055,K562_RS32055
K562_RS32060,K562_RS32060
K562_RS32065,K562_RS32065
K562_RS32070,K562_RS32070
K562_RS32075,K562_RS32075
K562_RS35685,K562_RS35685
K562_RS32085,K562_RS32085
K562_RS32090,K562_RS32090
K562_RS32095,K562_RS32095
K562_RS32100,K562_RS32100
K562_RS32105,K562_RS32105
K562_RS32110,K562_RS32110
K562_RS32115,K562_RS32115
K562_RS32120,K562_RS32120
K562_RS32125,K562_RS32125
K562_RS32130,K562_RS32130
K562_RS32135,K562_RS32135
K562_RS32140,K562_RS32140
K562_RS32145,K562_RS32145
K562_RS32150,K562_RS32150
K562_RS32155,K562_RS32155
K562_RS32160,K562_RS32160
K562_RS32165,K562_RS32165
K562_RS32170,K562_RS32170
K562_RS32175,K562_RS32175
K562_RS32180,K562_RS32180
K562_RS32185,K562_RS32185
K562_RS32190,K562_RS32190
K562_RS32195,K562_RS32195
K562_RS35690,K562_RS35690
K562_RS32200,K562_RS32200
K562_RS32205,K562_RS32205
K562_RS32210,K562_RS32210
K562_RS32215,K562_RS32215
K562_RS32220,K562_RS32220
K562_RS32225,K562_RS32225
K562_RS32230,K562_RS32230
K562_RS32235,K562_RS32235
K562_RS32240,K562_RS32240
K562_RS32245,K562_RS32245
K562_RS32250,K562_RS32250
K562_RS32255,K562_RS32255
K562_RS32260,K562_RS32260
K562_RS32265,K562_RS32265
K562_RS32270,K562_RS32270
K562_RS32275,K562_RS32275
K562_RS32280,K562_RS32280
K562_RS32285,K562_RS32285
K562_RS32290,K562_RS32290
K562_RS32295,K562_RS32295
K562_RS32300,K562_RS32300
K562_RS32305,K562_RS32305
K562_RS32310,K562_RS32310
K562_RS32315,K562_RS32315
K562_RS32320,K562_RS32320
K562_RS32325,K562_RS32325
K562_RS35695,K562_RS35695
K562_RS32330,K562_RS32330
K562_RS32335,K562_RS32335
K562_RS32340,K562_RS32340
K562_RS32345,K562_RS32345
K562_RS32350,K562_RS32350
K562_RS32355,K562_RS32355
K562_RS32360,K562_RS32360
K562_RS32365,K562_RS32365
K562_RS32370,K562_RS32370
K562_RS32375,K562_RS32375
K562_RS32380,K562_RS32380
K562_RS32385,K562_RS32385
K562_RS32390,K562_RS32390
K562_RS32395,K562_RS32395
K562_RS32400,K562_RS32400
K562_RS32405,K562_RS32405
K562_RS32410,K562_RS32410
K562_RS32415,K562_RS32415
K562_RS32420,K562_RS32420
K562_RS32425,K562_RS32425
K562_RS32430,K562_RS32430
K562_RS32435,K562_RS32435
K562_RS32440,K562_RS32440
K562_RS35840,K562_RS35840
K562_RS32445,K562_RS32445
K562_RS32450,K562_RS32450
K562_RS32455,K562_RS32455
K562_RS32460,K562_RS32460
K562_RS32465,K562_RS32465
K562_RS32470,K562_RS32470
K562_RS32475,K562_RS32475
K562_RS32480,K562_RS32480
K562_RS32485,K562_RS32485
K562_RS32490,K562_RS32490
K562_RS32495,K562_RS32495
K562_RS32500,K562_RS32500
K562_RS32505,K562_RS32505
K562_RS32510,K562_RS32510
K562_RS32515,K562_RS32515
K562_RS32520,K562_RS32520
K562_RS32525,K562_RS32525
K562_RS32530,K562_RS32530
K562_RS32535,K562_RS32535
K562_RS32540,K562_RS32540
K562_RS32545,K562_RS32545
K562_RS35700,K562_RS35700
K562_RS32555,K562_RS32555
K562_RS35705,K562_RS35705
K562_RS35710,K562_RS35710
K562_RS32565,K562_RS32565
K562_RS32570,K562_RS32570
K562_RS32575,K562_RS32575
K562_RS32580,K562_RS32580
K562_RS32585,K562_RS32585
K562_RS32590,K562_RS32590
K562_RS32595,K562_RS32595
K562_RS32600,K562_RS32600
K562_RS32605,K562_RS32605
K562_RS32610,K562_RS32610
K562_RS32615,K562_RS32615
K562_RS32620,K562_RS32620
K562_RS32625,K562_RS32625
K562_RS32630,K562_RS32630
K562_RS35845,K562_RS35845
K562_RS32640,K562_RS32640
K562_RS32645,K562_RS32645
K562_RS32650,K562_RS32650
K562_RS32655,K562_RS32655
K562_RS32660,K562_RS32660
K562_RS32665,K562_RS32665
K562_RS32670,K562_RS32670
K562_RS32675,K562_RS32675
K562_RS32680,K562_RS32680
K562_RS32685,K562_RS32685
K562_RS32690,K562_RS32690
K562_RS32695,K562_RS32695
K562_RS32700,K562_RS32700
K562_RS32705,K562_RS32705
K562_RS32710,K562_RS32710
K562_RS32715,K562_RS32715
K562_RS32720,K562_RS32720
K562_RS32725,K562_RS32725
K562_RS32730,K562_RS32730
K562_RS32735,K562_RS32735
K562_RS32740,K562_RS32740
K562_RS32745,K562_RS32745
K562_RS32750,K562_RS32750
K562_RS32755,K562_RS32755
K562_RS32760,K562_RS32760
K562_RS32765,K562_RS32765
K562_RS32770,K562_RS32770
K562_RS32775,K562_RS32775
K562_RS32780,K562_RS32780
K562_RS32785,K562_RS32785
K562_RS32790,K562_RS32790
K562_RS32795,K562_RS32795
K562_RS32800,K562_RS32800
K562_RS32805,K562_RS32805
K562_RS32810,K562_RS32810
K562_RS32815,K562_RS32815
K562_RS32820,K562_RS32820
K562_RS32825,K562_RS32825
K562_RS32830,K562_RS32830
K562_RS32835,K562_RS32835
K562_RS32840,K562_RS32840
K562_RS32845,K562_RS32845
K562_RS32850,K562_RS32850
K562_RS32855,K562_RS32855
K562_RS32860,K562_RS32860
K562_RS32865,K562_RS32865
K562_RS32870,K562_RS32870
K562_RS32875,K562_RS32875
K562_RS32880,K562_RS32880
K562_RS32885,K562_RS32885
K562_RS32890,K562_RS32890
K562_RS32895,K562_RS32895
K562_RS32900,K562_RS32900
K562_RS32905,K562_RS32905
K562_RS32910,K562_RS32910
K562_RS32915,K562_RS32915
K562_RS32920,K562_RS32920
K562_RS32925,K562_RS32925
K562_RS32930,K562_RS32930
K562_RS32935,K562_RS32935
K562_RS32940,K562_RS32940
K562_RS32945,K562_RS32945
K562_RS32950,K562_RS32950
K562_RS32955,K562_RS32955
K562_RS32960,K562_RS32960
K562_RS32965,K562_RS32965
K562_RS32970,K562_RS32970
K562_RS32975,K562_RS32975
K562_RS32980,K562_RS32980
K562_RS32985,K562_RS32985
K562_RS32990,K562_RS32990
K562_RS32995,K562_RS32995
K562_RS33000,K562_RS33000
K562_RS33005,K562_RS33005
K562_RS33010,K562_RS33010
K562_RS33015,K562_RS33015
K562_RS33020,K562_RS33020
K562_RS33025,K562_RS33025
K562_RS33030,K562_RS33030
K562_RS33035,K562_RS33035
K562_RS33040,K562_RS33040
K562_RS33045,K562_RS33045
K562_RS33050,K562_RS33050
K562_RS33055,K562_RS33055
K562_RS33060,K562_RS33060
K562_RS33065,K562_RS33065
K562_RS33070,K562_RS33070
K562_RS33075,K562_RS33075
K562_RS33080,K562_RS33080
K562_RS33085,K562_RS33085
K562_RS33090,K562_RS33090
K562_RS33095,K562_RS33095
K562_RS33100,K562_RS33100
K562_RS33105,K562_RS33105
K562_RS33110,K562_RS33110
K562_RS33115,K562_RS33115
K562_RS33120,K562_RS33120
K562_RS33125,K562_RS33125
K562_RS33130,K562_RS33130
K562_RS33135,K562_RS33135
K562_RS33140,K562_RS33140
K562_RS33145,K562_RS33145
K562_RS33150,K562_RS33150
K562_RS33155,K562_RS33155
K562_RS33160,K562_RS33160
K562_RS33165,K562_RS33165
K562_RS33170,K562_RS33170
K562_RS33175,K562_RS33175
K562_RS33180,K562_RS33180
K562_RS33185,K562_RS33185
K562_RS33190,K562_RS33190
K562_RS33195,K562_RS33195
K562_RS33200,K562_RS33200
K562_RS33205,K562_RS33205
K562_RS33210,K562_RS33210
K562_RS33215,K562_RS33215
K562_RS33220,K562_RS33220
K562_RS33225,K562_RS33225
K562_RS33230,K562_RS33230
K562_RS33235,K562_RS33235
K562_RS33240,K562_RS33240
K562_RS33245,K562_RS33245
K562_RS33250,K562_RS33250
K562_RS33255,K562_RS33255
K562_RS33260,K562_RS33260
K562_RS33265,K562_RS33265
K562_RS33270,K562_RS33270
K562_RS33275,K562_RS33275
K562_RS33280,K562_RS33280
K562_RS33285,K562_RS33285
K562_RS33290,K562_RS33290
K562_RS33295,K562_RS33295
K562_RS33300,K562_RS33300
K562_RS33305,K562_RS33305
K562_RS33310,K562_RS33310
K562_RS33315,K562_RS33315
K562_RS33320,K562_RS33320
K562_RS33325,K562_RS33325
K562_RS33330,K562_RS33330
K562_RS33335,K562_RS33335
K562_RS33340,K562_RS33340
K562_RS33345,K562_RS33345
K562_RS33350,K562_RS33350
K562_RS33355,K562_RS33355
K562_RS33360,K562_RS33360
K562_RS33365,K562_RS33365
K562_RS33370,K562_RS33370
K562_RS33375,K562_RS33375
K562_RS33380,K562_RS33380
K562_RS33385,K562_RS33385
K562_RS33390,K562_RS33390
K562_RS33395,K562_RS33395
K562_RS33400,K562_RS33400
K562_RS33405,K562_RS33405
K562_RS33410,K562_RS33410
K562_RS33415,K562_RS33415
K562_RS33420,K562_RS33420
K562_RS33425,K562_RS33425
K562_RS33430,K562_RS33430
K562_RS33435,K562_RS33435
K562_RS33440,K562_RS33440
K562_RS33445,K562_RS33445
K562_RS33450,K562_RS33450
K562_RS33455,K562_RS33455
K562_RS33460,K562_RS33460
K562_RS33465,K562_RS33465
K562_RS33470,K562_RS33470
K562_RS33475,K562_RS33475
K562_RS33480,K562_RS33480
K562_RS33485,K562_RS33485
K562_RS33490,K562_RS33490
K562_RS33495,K562_RS33495
K562_RS33500,K562_RS33500
K562_RS33505,K562_RS33505
K562_RS33510,K562_RS33510
K562_RS33515,K562_RS33515
K562_RS33520,K562_RS33520
K562_RS33525,K562_RS33525
K562_RS33530,K562_RS33530
K562_RS33535,K562_RS33535
K562_RS33540,K562_RS33540
K562_RS33545,K562_RS33545
K562_RS33550,K562_RS33550
K562_RS33555,K562_RS33555
K562_RS33560,K562_RS33560
K562_RS33565,K562_RS33565
K562_RS33570,K562_RS33570
K562_RS33575,K562_RS33575
K562_RS33580,K562_RS33580
K562_RS33585,K562_RS33585
K562_RS33590,K562_RS33590
K562_RS33595,K562_RS33595
K562_RS33600,K562_RS33600
K562_RS33605,K562_RS33605
K562_RS33610,K562_RS33610
K562_RS33615,K562_RS33615
K562_RS33620,K562_RS33620
K562_RS33625,K562_RS33625
K562_RS33630,K562_RS33630
K562_RS33635,K562_RS33635
K562_RS33640,K562_RS33640
K562_RS33645,K562_RS33645
K562_RS33650,K562_RS33650
K562_RS33655,K562_RS33655
K562_RS33660,K562_RS33660
K562_RS33665,K562_RS33665
K562_RS33670,K562_RS33670
K562_RS33675,K562_RS33675
K562_RS33680,K562_RS33680
K562_RS33685,K562_RS33685
K562_RS33690,K562_RS33690
K562_RS33695,K562_RS33695
K562_RS33700,K562_RS33700
K562_RS33705,K562_RS33705
K562_RS33710,K562_RS33710
K562_RS33715,K562_RS33715
K562_RS33720,K562_RS33720
K562_RS33725,K562_RS33725
K562_RS33730,K562_RS33730
K562_RS33735,K562_RS33735
K562_RS33740,K562_RS33740
K562_RS33745,K562_RS33745
K562_RS33750,K562_RS33750
K562_RS33755,K562_RS33755
K562_RS33760,K562_RS33760
K562_RS33765,K562_RS33765
K562_RS33770,K562_RS33770
K562_RS33775,K562_RS33775
K562_RS33780,K562_RS33780
K562_RS33785,K562_RS33785
K562_RS33790,K562_RS33790
K562_RS33795,K562_RS33795
K562_RS33800,K562_RS33800
K562_RS33805,K562_RS33805
K562_RS33810,K562_RS33810
K562_RS33815,K562_RS33815
K562_RS33820,K562_RS33820
K562_RS33825,K562_RS33825
K562_RS33830,K562_RS33830
K562_RS33835,K562_RS33835
K562_RS33840,K562_RS33840
K562_RS33845,K562_RS33845
K562_RS33850,K562_RS33850
K562_RS33855,K562_RS33855
K562_RS33860,K562_RS33860
K562_RS33865,K562_RS33865
K562_RS33870,K562_RS33870
K562_RS33875,K562_RS33875
K562_RS33880,K562_RS33880
K562_RS33885,K562_RS33885
K562_RS33890,K562_RS33890
K562_RS33895,K562_RS33895
K562_RS33900,K562_RS33900
K562_RS33905,K562_RS33905
K562_RS33910,K562_RS33910
K562_RS33915,K562_RS33915
K562_RS33920,K562_RS33920
K562_RS33925,K562_RS33925
K562_RS33930,K562_RS33930
K562_RS33935,K562_RS33935
K562_RS33940,K562_RS33940
K562_RS33945,K562_RS33945
K562_RS33950,K562_RS33950
K562_RS33955,K562_RS33955
K562_RS33960,K562_RS33960
K562_RS33965,K562_RS33965
K562_RS33970,K562_RS33970
K562_RS33975,K562_RS33975
K562_RS33980,K562_RS33980
K562_RS33985,K562_RS33985
K562_RS33990,K562_RS33990
K562_RS33995,K562_RS33995
K562_RS34000,K562_RS34000
K562_RS34005,K562_RS34005
K562_RS34010,K562_RS34010
K562_RS34015,K562_RS34015
K562_RS34020,K562_RS34020
K562_RS34025,K562_RS34025
K562_RS34030,K562_RS34030
K562_RS34035,K562_RS34035
K562_RS34040,K562_RS34040
K562_RS34045,K562_RS34045
K562_RS34050,K562_RS34050
K562_RS34055,K562_RS34055
K562_RS34060,K562_RS34060
K562_RS34065,K562_RS34065
K562_RS34070,K562_RS34070
K562_RS34075,K562_RS34075
K562_RS34080,K562_RS34080
K562_RS34085,K562_RS34085
K562_RS34090,K562_RS34090
K562_RS34095,K562_RS34095
K562_RS35850,K562_RS35850
K562_RS34105,K562_RS34105
K562_RS34110,K562_RS34110
K562_RS34115,K562_RS34115
K562_RS34120,K562_RS34120
K562_RS34125,K562_RS34125
K562_RS34130,K562_RS34130
K562_RS34135,K562_RS34135
K562_RS34140,K562_RS34140
K562_RS35730,K562_RS35730
K562_RS35735,K562_RS35735
K562_RS35740,K562_RS35740
K562_RS35745,K562_RS35745
K562_RS35750,K562_RS35750
K562_RS34170,K562_RS34170
K562_RS34175,K562_RS34175
K562_RS34180,K562_RS34180
K562_RS34185,K562_RS34185
K562_RS34190,K562_RS34190
K562_RS34195,K562_RS34195
K562_RS34200,K562_RS34200
K562_RS34205,K562_RS34205
K562_RS34210,K562_RS34210
K562_RS34215,K562_RS34215
K562_RS34220,K562_RS34220
K562_RS34225,K562_RS34225
K562_RS34230,K562_RS34230
K562_RS34235,K562_RS34235
K562_RS34240,K562_RS34240
K562_RS35760,K562_RS35760
K562_RS34250,K562_RS34250
K562_RS34255,K562_RS34255
K562_RS34260,K562_RS34260
K562_RS34265,K562_RS34265
K562_RS34270,K562_RS34270
K562_RS34275,K562_RS34275
K562_RS34280,K562_RS34280
K562_RS34285,K562_RS34285
K562_RS34290,K562_RS34290
K562_RS34295,K562_RS34295
K562_RS34300,K562_RS34300
K562_RS34305,K562_RS34305
K562_RS34310,K562_RS34310
K562_RS34315,K562_RS34315
K562_RS34320,K562_RS34320
K562_RS34325,K562_RS34325
K562_RS34330,K562_RS34330
K562_RS34335,K562_RS34335
K562_RS34340,K562_RS34340
K562_RS34345,K562_RS34345
K562_RS34350,K562_RS34350
K562_RS34355,K562_RS34355
K562_RS34360,K562_RS34360
K562_RS34365,K562_RS34365
K562_RS34370,K562_RS34370
K562_RS34375,K562_RS34375
K562_RS34380,K562_RS34380
K562_RS34385,K562_RS34385
K562_RS34390,K562_RS34390
K562_RS34395,K562_RS34395
K562_RS34400,K562_RS34400
K562_RS34405,K562_RS34405
K562_RS34410,K562_RS34410
K562_RS34415,K562_RS34415
K562_RS34420,K562_RS34420
K562_RS34425,K562_RS34425
K562_RS34430,K562_RS34430
K562_RS34435,K562_RS34435
K562_RS34440,K562_RS34440
K562_RS34445,K562_RS34445
K562_RS34450,K562_RS34450
K562_RS34455,K562_RS34455
K562_RS34460,K562_RS34460
K562_RS34465,K562_RS34465
K562_RS34470,K562_RS34470
K562_RS34475,K562_RS34475
K562_RS34480,K562_RS34480
K562_RS34485,K562_RS34485
K562_RS34490,K562_RS34490
K562_RS34495,K562_RS34495
K562_RS34500,K562_RS34500
K562_RS34505,K562_RS34505
K562_RS34510,K562_RS34510
K562_RS34515,K562_RS34515
K562_RS34520,K562_RS34520
K562_RS34525,K562_RS34525
K562_RS34530,K562_RS34530
K562_RS34535,K562_RS34535
K562_RS34540,K562_RS34540
K562_RS34545,K562_RS34545
K562_RS34550,K562_RS34550
K562_RS34555,K562_RS34555
K562_RS34560,K562_RS34560
K562_RS34565,K562_RS34565
K562_RS34570,K562_RS34570
K562_RS34575,K562_RS34575
K562_RS34580,K562_RS34580
K562_RS34585,K562_RS34585
K562_RS34590,K562_RS34590
K562_RS34595,K562_RS34595
K562_RS34600,K562_RS34600
K562_RS34605,K562_RS34605
K562_RS34610,K562_RS34610
K562_RS34615,K562_RS34615
K562_RS34620,K562_RS34620
K562_RS34625,K562_RS34625
K562_RS34630,K562_RS34630
K562_RS34635,K562_RS34635
K562_RS34640,K562_RS34640
K562_RS34645,K562_RS34645
K562_RS34650,K562_RS34650
K562_RS34655,K562_RS34655
K562_RS34660,K562_RS34660
K562_RS34665,K562_RS34665
K562_RS34670,K562_RS34670
K562_RS35765,K562_RS35765
K562_RS34705,K562_RS34705
K562_RS34710,K562_RS34710
K562_RS34715,K562_RS34715
K562_RS34720,K562_RS34720
K562_RS34725,K562_RS34725
K562_RS34730,K562_RS34730
K562_RS34735,K562_RS34735
K562_RS34740,K562_RS34740
K562_RS34745,K562_RS34745
K562_RS34750,K562_RS34750
K562_RS34755,K562_RS34755
K562_RS34760,K562_RS34760
K562_RS34765,K562_RS34765
K562_RS34770,K562_RS34770
K562_RS34775,K562_RS34775
K562_RS34780,K562_RS34780
K562_RS34785,K562_RS34785
K562_RS34790,K562_RS34790
K562_RS34795,K562_RS34795
K562_RS34800,K562_RS34800
K562_RS34805,K562_RS34805
K562_RS34810,K562_RS34810
K562_RS34815,K562_RS34815
K562_RS34820,K562_RS34820
K562_RS34825,K562_RS34825
K562_RS34830,K562_RS34830
K562_RS34835,K562_RS34835
K562_RS34840,K562_RS34840
K562_RS34845,K562_RS34845
K562_RS34850,K562_RS34850
K562_RS34855,K562_RS34855
K562_RS34860,K562_RS34860
K562_RS34865,K562_RS34865
K562_RS34870,K562_RS34870
K562_RS34875,K562_RS34875
K562_RS34880,K562_RS34880
K562_RS34885,K562_RS34885
K562_RS34890,K562_RS34890
K562_RS34895,K562_RS34895
K562_RS34900,K562_RS34900
K562_RS34905,K562_RS34905
K562_RS34910,K562_RS34910
K562_RS34915,K562_RS34915
K562_RS34920,K562_RS34920
K562_RS34925,K562_RS34925
K562_RS34930,K562_RS34930
K562_RS34935,K562_RS34935
K562_RS34940,K562_RS34940
K562_RS34945,K562_RS34945
K562_RS34950,K562_RS34950
K562_RS34955,K562_RS34955
K562_RS34960,K562_RS34960
K562_RS34965,K562_RS34965
K562_RS34970,K562_RS34970
K562_RS34975,K562_RS34975
K562_RS34980,K562_RS34980
K562_RS34985,K562_RS34985
K562_RS34990,K562_RS34990
K562_RS34995,K562_RS34995
K562_RS35000,K562_RS35000
K562_RS35005,K562_RS35005
K562_RS35010,K562_RS35010
K562_RS35015,K562_RS35015
K562_RS35020,K562_RS35020
K562_RS35025,K562_RS35025
K562_RS35030,K562_RS35030
K562_RS35035,K562_RS35035
K562_RS35040,K562_RS35040
K562_RS35045,K562_RS35045
K562_RS35050,K562_RS35050
K562_RS35055,K562_RS35055
K562_RS35060,K562_RS35060
K562_RS35065,K562_RS35065
K562_RS35070,K562_RS35070
K562_RS35075,K562_RS35075
K562_RS35080,K562_RS35080
K562_RS35085,K562_RS35085
K562_RS35090,K562_RS35090
K562_RS35770,K562_RS35770
K562_RS35775,K562_RS35775
K562_RS35100,K562_RS35100
K562_RS35105,K562_RS35105
K562_RS35110,K562_RS35110
K562_RS35115,K562_RS35115
K562_RS35120,K562_RS35120
K562_RS35125,K562_RS35125
K562_RS35130,K562_RS35130
K562_RS35135,K562_RS35135
K562_RS35140,K562_RS35140
K562_RS35145,K562_RS35145
K562_RS35150,K562_RS35150
K562_RS35155,K562_RS35155
K562_RS35160,K562_RS35160
K562_RS35165,K562_RS35165
K562_RS35170,K562_RS35170
K562_RS35175,K562_RS35175
K562_RS35180,K562_RS35180
K562_RS35185,K562_RS35185
K562_RS35190,K562_RS35190
K562_RS35195,K562_RS35195
K562_RS35200,K562_RS35200
K562_RS35205,K562_RS35205
K562_RS35210,K562_RS35210
K562_RS35215,K562_RS35215
K562_RS35220,K562_RS35220
K562_RS35225,K562_RS35225
K562_RS35230,K562_RS35230
K562_RS35235,K562_RS35235
K562_RS35240,K562_RS35240
K562_RS35245,K562_RS35245
K562_RS35250,K562_RS35250
K562_RS35255,K562_RS35255
K562_RS35260,K562_RS35260
K562_RS35265,K562_RS35265
