GENEID,TXNAME
K562_RS17860,K562_RS17860
K562_RS17865,K562_RS17865
K562_RS17870,K562_RS17870
K562_RS17875,K562_RS17875
K562_RS17880,K562_RS17880
K562_RS17885,K562_RS17885
K562_RS17890,K562_RS17890
K562_RS17895,K562_RS17895
K562_RS17900,K562_RS17900
K562_RS17905,K562_RS17905
K562_RS17910,K562_RS17910
K562_RS17915,K562_RS17915
K562_RS17920,K562_RS17920
K562_RS17925,K562_RS17925
K562_RS17930,K562_RS17930
K562_RS17935,K562_RS17935
K562_RS17940,K562_RS17940
K562_RS17945,K562_RS17945
K562_RS17950,K562_RS17950
K562_RS17955,K562_RS17955
K562_RS17960,K562_RS17960
K562_RS17965,K562_RS17965
K562_RS17970,K562_RS17970
K562_RS17975,K562_RS17975
K562_RS17980,K562_RS17980
K562_RS17985,K562_RS17985
K562_RS17990,K562_RS17990
K562_RS17995,K562_RS17995
K562_RS18000,K562_RS18000
K562_RS18005,K562_RS18005
K562_RS18010,K562_RS18010
K562_RS18015,K562_RS18015
K562_RS18020,K562_RS18020
K562_RS18025,K562_RS18025
K562_RS18030,K562_RS18030
K562_RS18035,K562_RS18035
K562_RS18040,K562_RS18040
K562_RS18045,K562_RS18045
K562_RS18050,K562_RS18050
K562_RS18055,K562_RS18055
K562_RS18060,K562_RS18060
K562_RS18065,K562_RS18065
K562_RS18070,K562_RS18070
K562_RS18075,K562_RS18075
K562_RS18080,K562_RS18080
K562_RS18085,K562_RS18085
K562_RS18090,K562_RS18090
K562_RS18095,K562_RS18095
K562_RS18100,K562_RS18100
K562_RS18105,K562_RS18105
K562_RS18110,K562_RS18110
K562_RS18115,K562_RS18115
K562_RS18120,K562_RS18120
K562_RS18125,K562_RS18125
K562_RS18130,K562_RS18130
K562_RS18135,K562_RS18135
K562_RS18140,K562_RS18140
K562_RS18145,K562_RS18145
K562_RS18150,K562_RS18150
K562_RS18155,K562_RS18155
K562_RS18160,K562_RS18160
K562_RS18165,K562_RS18165
K562_RS18170,K562_RS18170
K562_RS18175,K562_RS18175
K562_RS18180,K562_RS18180
K562_RS18185,K562_RS18185
K562_RS18190,K562_RS18190
K562_RS18195,K562_RS18195
K562_RS18200,K562_RS18200
K562_RS18205,K562_RS18205
K562_RS18210,K562_RS18210
K562_RS18215,K562_RS18215
K562_RS18220,K562_RS18220
K562_RS18225,K562_RS18225
K562_RS18230,K562_RS18230
K562_RS18235,K562_RS18235
K562_RS18240,K562_RS18240
K562_RS18245,K562_RS18245
K562_RS18250,K562_RS18250
K562_RS18255,K562_RS18255
K562_RS18260,K562_RS18260
K562_RS18265,K562_RS18265
K562_RS18270,K562_RS18270
K562_RS18275,K562_RS18275
K562_RS18280,K562_RS18280
K562_RS18285,K562_RS18285
K562_RS18290,K562_RS18290
K562_RS18295,K562_RS18295
K562_RS18300,K562_RS18300
K562_RS18305,K562_RS18305
K562_RS18310,K562_RS18310
K562_RS35805,K562_RS35805
K562_RS18320,K562_RS18320
K562_RS18330,K562_RS18330
K562_RS18335,K562_RS18335
K562_RS18340,K562_RS18340
K562_RS18345,K562_RS18345
K562_RS18350,K562_RS18350
K562_RS18355,K562_RS18355
K562_RS18360,K562_RS18360
K562_RS18365,K562_RS18365
K562_RS18370,K562_RS18370
K562_RS18375,K562_RS18375
K562_RS18380,K562_RS18380
K562_RS18385,K562_RS18385
K562_RS18390,K562_RS18390
K562_RS18395,K562_RS18395
K562_RS18400,K562_RS18400
K562_RS18405,K562_RS18405
K562_RS18410,K562_RS18410
K562_RS18415,K562_RS18415
K562_RS35515,K562_RS35515
K562_RS18425,K562_RS18425
K562_RS18430,K562_RS18430
K562_RS18435,K562_RS18435
K562_RS18440,K562_RS18440
K562_RS18445,K562_RS18445
K562_RS18450,K562_RS18450
K562_RS18455,K562_RS18455
K562_RS18460,K562_RS18460
K562_RS18465,K562_RS18465
K562_RS18470,K562_RS18470
K562_RS18475,K562_RS18475
K562_RS18480,K562_RS18480
K562_RS18485,K562_RS18485
K562_RS18490,K562_RS18490
K562_RS18495,K562_RS18495
K562_RS18500,K562_RS18500
K562_RS18505,K562_RS18505
K562_RS18510,K562_RS18510
K562_RS18515,K562_RS18515
K562_RS18520,K562_RS18520
K562_RS18525,K562_RS18525
K562_RS18530,K562_RS18530
K562_RS18535,K562_RS18535
K562_RS18540,K562_RS18540
K562_RS18545,K562_RS18545
K562_RS35810,K562_RS35810
K562_RS18550,K562_RS18550
K562_RS18555,K562_RS18555
K562_RS18560,K562_RS18560
K562_RS18565,K562_RS18565
K562_RS18575,K562_RS18575
K562_RS18580,K562_RS18580
K562_RS35520,K562_RS35520
K562_RS18590,K562_RS18590
K562_RS18595,K562_RS18595
K562_RS18600,K562_RS18600
K562_RS18605,K562_RS18605
K562_RS18610,K562_RS18610
K562_RS18615,K562_RS18615
K562_RS18620,K562_RS18620
K562_RS18625,K562_RS18625
K562_RS18630,K562_RS18630
K562_RS18635,K562_RS18635
K562_RS18640,K562_RS18640
K562_RS18645,K562_RS18645
K562_RS18650,K562_RS18650
K562_RS18655,K562_RS18655
K562_RS18660,K562_RS18660
K562_RS18665,K562_RS18665
K562_RS18670,K562_RS18670
K562_RS18675,K562_RS18675
K562_RS18680,K562_RS18680
K562_RS18685,K562_RS18685
K562_RS18690,K562_RS18690
K562_RS18695,K562_RS18695
K562_RS18700,K562_RS18700
K562_RS18705,K562_RS18705
K562_RS18710,K562_RS18710
K562_RS18715,K562_RS18715
K562_RS18720,K562_RS18720
K562_RS18725,K562_RS18725
K562_RS18730,K562_RS18730
K562_RS18735,K562_RS18735
K562_RS18740,K562_RS18740
K562_RS18745,K562_RS18745
K562_RS18750,K562_RS18750
K562_RS18755,K562_RS18755
K562_RS18760,K562_RS18760
K562_RS18765,K562_RS18765
K562_RS18770,K562_RS18770
K562_RS18775,K562_RS18775
K562_RS18780,K562_RS18780
K562_RS18785,K562_RS18785
K562_RS18790,K562_RS18790
K562_RS18795,K562_RS18795
K562_RS18800,K562_RS18800
K562_RS18805,K562_RS18805
K562_RS18810,K562_RS18810
K562_RS18815,K562_RS18815
K562_RS18820,K562_RS18820
K562_RS18825,K562_RS18825
K562_RS18830,K562_RS18830
K562_RS18835,K562_RS18835
K562_RS18840,K562_RS18840
K562_RS18845,K562_RS18845
K562_RS18850,K562_RS18850
K562_RS18855,K562_RS18855
K562_RS18860,K562_RS18860
K562_RS18865,K562_RS18865
K562_RS18870,K562_RS18870
K562_RS18875,K562_RS18875
K562_RS18880,K562_RS18880
K562_RS18885,K562_RS18885
K562_RS18890,K562_RS18890
K562_RS18895,K562_RS18895
K562_RS18900,K562_RS18900
K562_RS18905,K562_RS18905
K562_RS18910,K562_RS18910
K562_RS18915,K562_RS18915
K562_RS18920,K562_RS18920
K562_RS18925,K562_RS18925
K562_RS18930,K562_RS18930
K562_RS18935,K562_RS18935
K562_RS18940,K562_RS18940
K562_RS18945,K562_RS18945
K562_RS18950,K562_RS18950
K562_RS18955,K562_RS18955
K562_RS18960,K562_RS18960
K562_RS18965,K562_RS18965
K562_RS18970,K562_RS18970
K562_RS18975,K562_RS18975
K562_RS18980,K562_RS18980
K562_RS18985,K562_RS18985
K562_RS18990,K562_RS18990
K562_RS18995,K562_RS18995
K562_RS19000,K562_RS19000
K562_RS19005,K562_RS19005
K562_RS19010,K562_RS19010
K562_RS19015,K562_RS19015
K562_RS19020,K562_RS19020
K562_RS19025,K562_RS19025
K562_RS19030,K562_RS19030
K562_RS19035,K562_RS19035
K562_RS19040,K562_RS19040
K562_RS19045,K562_RS19045
K562_RS19050,K562_RS19050
K562_RS19055,K562_RS19055
K562_RS19060,K562_RS19060
K562_RS19065,K562_RS19065
K562_RS19070,K562_RS19070
K562_RS19075,K562_RS19075
K562_RS19080,K562_RS19080
K562_RS19085,K562_RS19085
K562_RS19090,K562_RS19090
K562_RS19095,K562_RS19095
K562_RS19100,K562_RS19100
K562_RS19105,K562_RS19105
K562_RS19110,K562_RS19110
K562_RS19115,K562_RS19115
K562_RS19120,K562_RS19120
K562_RS19125,K562_RS19125
K562_RS19130,K562_RS19130
K562_RS19135,K562_RS19135
K562_RS19140,K562_RS19140
K562_RS19145,K562_RS19145
K562_RS19150,K562_RS19150
K562_RS19155,K562_RS19155
K562_RS19160,K562_RS19160
K562_RS19165,K562_RS19165
K562_RS19170,K562_RS19170
K562_RS19175,K562_RS19175
K562_RS19180,K562_RS19180
K562_RS19185,K562_RS19185
K562_RS19190,K562_RS19190
K562_RS19195,K562_RS19195
K562_RS19200,K562_RS19200
K562_RS19205,K562_RS19205
K562_RS19210,K562_RS19210
K562_RS19215,K562_RS19215
K562_RS19220,K562_RS19220
K562_RS19225,K562_RS19225
K562_RS19230,K562_RS19230
K562_RS19235,K562_RS19235
K562_RS35525,K562_RS35525
K562_RS19245,K562_RS19245
K562_RS19250,K562_RS19250
K562_RS19255,K562_RS19255
K562_RS19260,K562_RS19260
K562_RS19265,K562_RS19265
K562_RS19270,K562_RS19270
K562_RS19275,K562_RS19275
K562_RS19280,K562_RS19280
K562_RS19285,K562_RS19285
K562_RS19290,K562_RS19290
K562_RS19295,K562_RS19295
K562_RS19300,K562_RS19300
K562_RS19305,K562_RS19305
K562_RS19310,K562_RS19310
K562_RS19315,K562_RS19315
K562_RS19320,K562_RS19320
K562_RS19325,K562_RS19325
K562_RS19330,K562_RS19330
K562_RS19335,K562_RS19335
K562_RS19340,K562_RS19340
K562_RS19345,K562_RS19345
K562_RS19350,K562_RS19350
K562_RS19355,K562_RS19355
K562_RS19360,K562_RS19360
K562_RS19365,K562_RS19365
K562_RS19370,K562_RS19370
K562_RS19375,K562_RS19375
K562_RS19380,K562_RS19380
K562_RS19385,K562_RS19385
K562_RS19390,K562_RS19390
K562_RS19395,K562_RS19395
K562_RS19400,K562_RS19400
K562_RS19405,K562_RS19405
K562_RS19410,K562_RS19410
K562_RS19415,K562_RS19415
K562_RS19420,K562_RS19420
K562_RS19425,K562_RS19425
K562_RS19430,K562_RS19430
K562_RS19435,K562_RS19435
K562_RS19440,K562_RS19440
K562_RS19445,K562_RS19445
K562_RS19450,K562_RS19450
K562_RS19455,K562_RS19455
K562_RS19460,K562_RS19460
K562_RS19465,K562_RS19465
K562_RS19470,K562_RS19470
K562_RS19475,K562_RS19475
K562_RS19480,K562_RS19480
K562_RS19485,K562_RS19485
K562_RS19490,K562_RS19490
K562_RS19495,K562_RS19495
K562_RS19500,K562_RS19500
K562_RS19505,K562_RS19505
K562_RS19510,K562_RS19510
K562_RS19515,K562_RS19515
K562_RS19520,K562_RS19520
K562_RS19525,K562_RS19525
K562_RS19530,K562_RS19530
K562_RS19535,K562_RS19535
K562_RS19540,K562_RS19540
K562_RS19545,K562_RS19545
K562_RS19550,K562_RS19550
K562_RS19555,K562_RS19555
K562_RS19560,K562_RS19560
K562_RS19565,K562_RS19565
K562_RS35530,K562_RS35530
K562_RS19575,K562_RS19575
K562_RS19580,K562_RS19580
K562_RS19585,K562_RS19585
K562_RS19590,K562_RS19590
K562_RS19595,K562_RS19595
K562_RS19600,K562_RS19600
K562_RS19605,K562_RS19605
K562_RS19610,K562_RS19610
K562_RS19615,K562_RS19615
K562_RS19620,K562_RS19620
K562_RS19625,K562_RS19625
K562_RS19630,K562_RS19630
K562_RS19635,K562_RS19635
K562_RS19640,K562_RS19640
K562_RS19645,K562_RS19645
K562_RS19650,K562_RS19650
K562_RS19655,K562_RS19655
K562_RS19660,K562_RS19660
K562_RS19665,K562_RS19665
K562_RS19670,K562_RS19670
K562_RS19675,K562_RS19675
K562_RS19680,K562_RS19680
K562_RS19685,K562_RS19685
K562_RS19690,K562_RS19690
K562_RS19695,K562_RS19695
K562_RS19700,K562_RS19700
K562_RS19705,K562_RS19705
K562_RS19710,K562_RS19710
K562_RS19715,K562_RS19715
K562_RS19720,K562_RS19720
K562_RS19725,K562_RS19725
K562_RS19730,K562_RS19730
K562_RS19735,K562_RS19735
K562_RS19740,K562_RS19740
K562_RS19745,K562_RS19745
K562_RS19750,K562_RS19750
K562_RS19755,K562_RS19755
K562_RS19760,K562_RS19760
K562_RS19765,K562_RS19765
K562_RS19770,K562_RS19770
K562_RS19775,K562_RS19775
K562_RS19780,K562_RS19780
K562_RS19785,K562_RS19785
K562_RS19790,K562_RS19790
K562_RS19795,K562_RS19795
K562_RS19800,K562_RS19800
K562_RS19805,K562_RS19805
K562_RS19810,K562_RS19810
K562_RS19815,K562_RS19815
K562_RS19820,K562_RS19820
K562_RS19825,K562_RS19825
K562_RS19830,K562_RS19830
K562_RS19835,K562_RS19835
K562_RS19840,K562_RS19840
K562_RS19845,K562_RS19845
K562_RS19850,K562_RS19850
K562_RS19855,K562_RS19855
K562_RS19860,K562_RS19860
K562_RS19865,K562_RS19865
K562_RS19870,K562_RS19870
K562_RS19875,K562_RS19875
K562_RS19880,K562_RS19880
K562_RS19885,K562_RS19885
K562_RS19890,K562_RS19890
K562_RS19895,K562_RS19895
K562_RS19900,K562_RS19900
K562_RS19905,K562_RS19905
K562_RS19910,K562_RS19910
K562_RS19915,K562_RS19915
K562_RS19920,K562_RS19920
K562_RS19925,K562_RS19925
K562_RS19930,K562_RS19930
K562_RS19935,K562_RS19935
K562_RS19940,K562_RS19940
K562_RS19945,K562_RS19945
K562_RS19950,K562_RS19950
K562_RS19955,K562_RS19955
K562_RS19960,K562_RS19960
K562_RS19965,K562_RS19965
K562_RS19970,K562_RS19970
K562_RS19975,K562_RS19975
K562_RS19980,K562_RS19980
K562_RS19985,K562_RS19985
K562_RS19990,K562_RS19990
K562_RS19995,K562_RS19995
K562_RS20000,K562_RS20000
K562_RS20005,K562_RS20005
K562_RS20010,K562_RS20010
K562_RS20015,K562_RS20015
K562_RS20020,K562_RS20020
K562_RS20025,K562_RS20025
K562_RS20030,K562_RS20030
K562_RS20035,K562_RS20035
K562_RS20040,K562_RS20040
K562_RS20045,K562_RS20045
K562_RS20050,K562_RS20050
K562_RS20055,K562_RS20055
K562_RS20060,K562_RS20060
K562_RS20065,K562_RS20065
K562_RS20070,K562_RS20070
K562_RS20075,K562_RS20075
K562_RS20080,K562_RS20080
K562_RS20085,K562_RS20085
K562_RS20090,K562_RS20090
K562_RS20095,K562_RS20095
K562_RS20100,K562_RS20100
K562_RS20105,K562_RS20105
K562_RS20110,K562_RS20110
K562_RS20115,K562_RS20115
K562_RS20120,K562_RS20120
K562_RS20125,K562_RS20125
K562_RS20130,K562_RS20130
K562_RS20135,K562_RS20135
K562_RS20140,K562_RS20140
K562_RS20145,K562_RS20145
K562_RS20150,K562_RS20150
K562_RS20155,K562_RS20155
K562_RS20160,K562_RS20160
K562_RS20165,K562_RS20165
K562_RS20170,K562_RS20170
K562_RS20175,K562_RS20175
K562_RS20180,K562_RS20180
K562_RS20185,K562_RS20185
K562_RS20190,K562_RS20190
K562_RS20195,K562_RS20195
K562_RS20200,K562_RS20200
K562_RS20205,K562_RS20205
K562_RS20210,K562_RS20210
K562_RS20215,K562_RS20215
K562_RS20220,K562_RS20220
K562_RS20225,K562_RS20225
K562_RS20230,K562_RS20230
K562_RS20235,K562_RS20235
K562_RS20240,K562_RS20240
K562_RS20245,K562_RS20245
K562_RS20250,K562_RS20250
K562_RS20255,K562_RS20255
K562_RS20260,K562_RS20260
K562_RS20265,K562_RS20265
K562_RS20270,K562_RS20270
K562_RS20275,K562_RS20275
K562_RS20280,K562_RS20280
K562_RS20285,K562_RS20285
K562_RS20290,K562_RS20290
K562_RS20295,K562_RS20295
K562_RS20300,K562_RS20300
K562_RS20305,K562_RS20305
K562_RS20310,K562_RS20310
K562_RS20315,K562_RS20315
K562_RS20320,K562_RS20320
K562_RS20325,K562_RS20325
K562_RS20330,K562_RS20330
K562_RS20335,K562_RS20335
K562_RS20340,K562_RS20340
K562_RS20345,K562_RS20345
K562_RS20350,K562_RS20350
K562_RS20355,K562_RS20355
K562_RS20360,K562_RS20360
K562_RS20365,K562_RS20365
K562_RS20370,K562_RS20370
K562_RS20375,K562_RS20375
K562_RS20380,K562_RS20380
K562_RS20385,K562_RS20385
K562_RS20390,K562_RS20390
K562_RS20395,K562_RS20395
K562_RS35535,K562_RS35535
K562_RS20400,K562_RS20400
K562_RS20405,K562_RS20405
K562_RS20410,K562_RS20410
K562_RS20415,K562_RS20415
K562_RS20420,K562_RS20420
K562_RS20425,K562_RS20425
K562_RS20430,K562_RS20430
K562_RS20435,K562_RS20435
K562_RS20440,K562_RS20440
K562_RS20445,K562_RS20445
K562_RS20450,K562_RS20450
K562_RS20455,K562_RS20455
K562_RS20460,K562_RS20460
K562_RS20465,K562_RS20465
K562_RS20470,K562_RS20470
K562_RS20475,K562_RS20475
K562_RS20480,K562_RS20480
K562_RS20485,K562_RS20485
K562_RS20490,K562_RS20490
K562_RS20495,K562_RS20495
K562_RS20500,K562_RS20500
K562_RS20505,K562_RS20505
K562_RS20510,K562_RS20510
K562_RS20515,K562_RS20515
K562_RS20520,K562_RS20520
K562_RS20525,K562_RS20525
K562_RS20530,K562_RS20530
K562_RS20535,K562_RS20535
K562_RS20540,K562_RS20540
K562_RS20545,K562_RS20545
K562_RS20550,K562_RS20550
K562_RS20555,K562_RS20555
K562_RS35540,K562_RS35540
K562_RS20560,K562_RS20560
K562_RS20565,K562_RS20565
K562_RS20570,K562_RS20570
K562_RS20575,K562_RS20575
K562_RS20580,K562_RS20580
K562_RS20585,K562_RS20585
K562_RS20590,K562_RS20590
K562_RS20595,K562_RS20595
K562_RS20600,K562_RS20600
K562_RS20605,K562_RS20605
K562_RS20610,K562_RS20610
K562_RS20615,K562_RS20615
K562_RS20620,K562_RS20620
K562_RS20625,K562_RS20625
K562_RS20630,K562_RS20630
K562_RS20635,K562_RS20635
K562_RS20640,K562_RS20640
K562_RS20645,K562_RS20645
K562_RS20650,K562_RS20650
K562_RS20655,K562_RS20655
K562_RS20660,K562_RS20660
K562_RS20665,K562_RS20665
K562_RS20670,K562_RS20670
K562_RS20675,K562_RS20675
K562_RS20680,K562_RS20680
K562_RS20685,K562_RS20685
K562_RS20690,K562_RS20690
K562_RS20695,K562_RS20695
K562_RS20700,K562_RS20700
K562_RS20705,K562_RS20705
K562_RS20710,K562_RS20710
K562_RS20715,K562_RS20715
K562_RS20720,K562_RS20720
K562_RS20725,K562_RS20725
K562_RS20730,K562_RS20730
K562_RS20735,K562_RS20735
K562_RS20740,K562_RS20740
K562_RS20745,K562_RS20745
K562_RS20750,K562_RS20750
K562_RS20755,K562_RS20755
K562_RS20760,K562_RS20760
K562_RS20765,K562_RS20765
K562_RS20770,K562_RS20770
K562_RS20775,K562_RS20775
K562_RS20780,K562_RS20780
K562_RS20785,K562_RS20785
K562_RS20790,K562_RS20790
K562_RS20795,K562_RS20795
K562_RS20800,K562_RS20800
K562_RS20805,K562_RS20805
K562_RS20810,K562_RS20810
K562_RS20815,K562_RS20815
K562_RS20820,K562_RS20820
K562_RS20825,K562_RS20825
K562_RS20830,K562_RS20830
K562_RS20835,K562_RS20835
K562_RS20840,K562_RS20840
K562_RS20845,K562_RS20845
K562_RS20850,K562_RS20850
K562_RS20855,K562_RS20855
K562_RS20860,K562_RS20860
K562_RS20865,K562_RS20865
K562_RS20875,K562_RS20875
K562_RS20880,K562_RS20880
K562_RS20885,K562_RS20885
K562_RS20890,K562_RS20890
K562_RS20895,K562_RS20895
K562_RS20900,K562_RS20900
K562_RS20905,K562_RS20905
K562_RS20910,K562_RS20910
K562_RS20915,K562_RS20915
K562_RS20920,K562_RS20920
K562_RS20925,K562_RS20925
K562_RS20930,K562_RS20930
K562_RS20935,K562_RS20935
K562_RS20940,K562_RS20940
K562_RS20945,K562_RS20945
K562_RS20950,K562_RS20950
K562_RS20955,K562_RS20955
K562_RS20960,K562_RS20960
K562_RS20965,K562_RS20965
K562_RS20970,K562_RS20970
K562_RS20975,K562_RS20975
K562_RS20980,K562_RS20980
K562_RS20985,K562_RS20985
K562_RS20990,K562_RS20990
K562_RS20995,K562_RS20995
K562_RS21000,K562_RS21000
K562_RS21005,K562_RS21005
K562_RS21010,K562_RS21010
K562_RS21015,K562_RS21015
K562_RS21020,K562_RS21020
K562_RS21025,K562_RS21025
K562_RS21030,K562_RS21030
K562_RS21035,K562_RS21035
K562_RS21040,K562_RS21040
K562_RS21045,K562_RS21045
K562_RS21050,K562_RS21050
K562_RS21055,K562_RS21055
K562_RS21060,K562_RS21060
K562_RS21065,K562_RS21065
K562_RS21070,K562_RS21070
K562_RS21075,K562_RS21075
K562_RS21080,K562_RS21080
K562_RS21085,K562_RS21085
K562_RS21090,K562_RS21090
K562_RS21095,K562_RS21095
K562_RS21100,K562_RS21100
K562_RS21105,K562_RS21105
K562_RS21110,K562_RS21110
K562_RS21115,K562_RS21115
K562_RS21120,K562_RS21120
K562_RS21125,K562_RS21125
K562_RS21130,K562_RS21130
K562_RS21135,K562_RS21135
K562_RS21140,K562_RS21140
K562_RS21145,K562_RS21145
K562_RS21150,K562_RS21150
K562_RS21155,K562_RS21155
K562_RS21160,K562_RS21160
K562_RS21165,K562_RS21165
K562_RS21170,K562_RS21170
K562_RS21175,K562_RS21175
K562_RS21180,K562_RS21180
K562_RS21185,K562_RS21185
K562_RS21190,K562_RS21190
K562_RS21195,K562_RS21195
K562_RS21200,K562_RS21200
K562_RS21205,K562_RS21205
K562_RS21210,K562_RS21210
K562_RS21215,K562_RS21215
K562_RS21220,K562_RS21220
K562_RS21225,K562_RS21225
K562_RS21230,K562_RS21230
K562_RS21235,K562_RS21235
K562_RS21240,K562_RS21240
K562_RS21245,K562_RS21245
K562_RS21250,K562_RS21250
K562_RS21255,K562_RS21255
K562_RS21260,K562_RS21260
K562_RS21265,K562_RS21265
K562_RS21270,K562_RS21270
K562_RS21275,K562_RS21275
K562_RS21280,K562_RS21280
K562_RS21285,K562_RS21285
K562_RS21290,K562_RS21290
K562_RS21295,K562_RS21295
K562_RS21300,K562_RS21300
K562_RS21305,K562_RS21305
K562_RS21310,K562_RS21310
K562_RS21315,K562_RS21315
K562_RS21320,K562_RS21320
K562_RS21325,K562_RS21325
K562_RS21330,K562_RS21330
K562_RS21335,K562_RS21335
K562_RS21340,K562_RS21340
K562_RS21345,K562_RS21345
K562_RS21350,K562_RS21350
K562_RS21355,K562_RS21355
K562_RS21360,K562_RS21360
K562_RS21365,K562_RS21365
K562_RS21370,K562_RS21370
K562_RS21375,K562_RS21375
K562_RS21380,K562_RS21380
K562_RS21385,K562_RS21385
K562_RS21390,K562_RS21390
K562_RS21395,K562_RS21395
K562_RS21400,K562_RS21400
K562_RS21405,K562_RS21405
K562_RS21410,K562_RS21410
K562_RS21415,K562_RS21415
K562_RS21420,K562_RS21420
K562_RS21425,K562_RS21425
K562_RS21430,K562_RS21430
K562_RS21435,K562_RS21435
K562_RS21440,K562_RS21440
K562_RS21445,K562_RS21445
K562_RS21450,K562_RS21450
K562_RS21455,K562_RS21455
K562_RS21460,K562_RS21460
K562_RS21465,K562_RS21465
K562_RS21470,K562_RS21470
K562_RS21475,K562_RS21475
K562_RS21480,K562_RS21480
K562_RS21485,K562_RS21485
K562_RS21490,K562_RS21490
K562_RS21495,K562_RS21495
K562_RS21500,K562_RS21500
K562_RS21505,K562_RS21505
K562_RS21510,K562_RS21510
K562_RS21515,K562_RS21515
K562_RS21520,K562_RS21520
K562_RS21525,K562_RS21525
K562_RS21530,K562_RS21530
K562_RS21535,K562_RS21535
K562_RS21540,K562_RS21540
K562_RS21545,K562_RS21545
K562_RS21550,K562_RS21550
K562_RS21555,K562_RS21555
K562_RS21560,K562_RS21560
K562_RS21565,K562_RS21565
K562_RS21570,K562_RS21570
K562_RS21575,K562_RS21575
K562_RS21580,K562_RS21580
K562_RS21585,K562_RS21585
K562_RS21590,K562_RS21590
K562_RS21595,K562_RS21595
K562_RS21600,K562_RS21600
K562_RS21605,K562_RS21605
K562_RS21610,K562_RS21610
K562_RS21615,K562_RS21615
K562_RS21620,K562_RS21620
K562_RS21625,K562_RS21625
K562_RS21630,K562_RS21630
K562_RS21635,K562_RS21635
K562_RS21640,K562_RS21640
K562_RS21645,K562_RS21645
K562_RS21650,K562_RS21650
K562_RS21655,K562_RS21655
K562_RS21660,K562_RS21660
K562_RS21665,K562_RS21665
K562_RS21670,K562_RS21670
K562_RS21675,K562_RS21675
K562_RS21680,K562_RS21680
K562_RS21685,K562_RS21685
K562_RS21690,K562_RS21690
K562_RS21695,K562_RS21695
K562_RS21700,K562_RS21700
K562_RS21705,K562_RS21705
K562_RS21710,K562_RS21710
K562_RS21715,K562_RS21715
K562_RS21720,K562_RS21720
K562_RS21725,K562_RS21725
K562_RS21730,K562_RS21730
K562_RS21735,K562_RS21735
K562_RS21740,K562_RS21740
K562_RS21745,K562_RS21745
K562_RS21750,K562_RS21750
K562_RS21755,K562_RS21755
K562_RS21760,K562_RS21760
K562_RS21765,K562_RS21765
K562_RS21770,K562_RS21770
K562_RS21775,K562_RS21775
K562_RS21780,K562_RS21780
K562_RS21785,K562_RS21785
K562_RS21790,K562_RS21790
K562_RS21795,K562_RS21795
K562_RS21800,K562_RS21800
K562_RS21805,K562_RS21805
K562_RS21810,K562_RS21810
K562_RS21820,K562_RS21820
K562_RS21825,K562_RS21825
K562_RS21830,K562_RS21830
K562_RS21835,K562_RS21835
K562_RS21840,K562_RS21840
K562_RS21845,K562_RS21845
K562_RS21850,K562_RS21850
K562_RS21855,K562_RS21855
K562_RS21860,K562_RS21860
K562_RS21865,K562_RS21865
K562_RS21870,K562_RS21870
K562_RS21875,K562_RS21875
K562_RS21880,K562_RS21880
K562_RS21885,K562_RS21885
K562_RS21890,K562_RS21890
K562_RS21895,K562_RS21895
K562_RS21900,K562_RS21900
K562_RS21905,K562_RS21905
K562_RS21910,K562_RS21910
K562_RS21915,K562_RS21915
K562_RS21920,K562_RS21920
K562_RS21925,K562_RS21925
K562_RS21930,K562_RS21930
K562_RS21935,K562_RS21935
K562_RS21940,K562_RS21940
K562_RS21945,K562_RS21945
K562_RS21950,K562_RS21950
K562_RS21955,K562_RS21955
K562_RS21960,K562_RS21960
K562_RS21965,K562_RS21965
K562_RS21970,K562_RS21970
K562_RS21975,K562_RS21975
K562_RS21980,K562_RS21980
K562_RS21985,K562_RS21985
K562_RS21990,K562_RS21990
K562_RS21995,K562_RS21995
K562_RS22000,K562_RS22000
K562_RS22005,K562_RS22005
K562_RS22010,K562_RS22010
K562_RS22015,K562_RS22015
K562_RS22020,K562_RS22020
K562_RS22025,K562_RS22025
K562_RS22030,K562_RS22030
K562_RS22035,K562_RS22035
K562_RS22040,K562_RS22040
K562_RS22045,K562_RS22045
K562_RS22050,K562_RS22050
K562_RS22055,K562_RS22055
K562_RS22060,K562_RS22060
K562_RS22065,K562_RS22065
K562_RS22070,K562_RS22070
K562_RS22075,K562_RS22075
K562_RS22080,K562_RS22080
K562_RS22085,K562_RS22085
K562_RS22090,K562_RS22090
K562_RS22095,K562_RS22095
K562_RS22100,K562_RS22100
K562_RS22105,K562_RS22105
K562_RS22110,K562_RS22110
K562_RS22115,K562_RS22115
K562_RS35545,K562_RS35545
K562_RS22120,K562_RS22120
K562_RS22125,K562_RS22125
K562_RS22130,K562_RS22130
K562_RS22135,K562_RS22135
K562_RS22140,K562_RS22140
K562_RS22145,K562_RS22145
K562_RS22150,K562_RS22150
K562_RS22155,K562_RS22155
K562_RS22160,K562_RS22160
K562_RS22165,K562_RS22165
K562_RS22170,K562_RS22170
K562_RS22175,K562_RS22175
K562_RS22180,K562_RS22180
K562_RS22185,K562_RS22185
K562_RS22190,K562_RS22190
K562_RS22195,K562_RS22195
K562_RS22200,K562_RS22200
K562_RS22205,K562_RS22205
K562_RS22210,K562_RS22210
K562_RS22215,K562_RS22215
K562_RS22220,K562_RS22220
K562_RS22225,K562_RS22225
